id,idade,genero,estado,curso_faculdade,ano_formatura,possui_estagio,cursos_extras,certificacoes,linguagens_conhecidas,tecnologias_domina,tempo_busca_meses,vagas_aplicadas,entrevistas_realizadas,rejeicoes_recebidas,feedbacks_recebidos,trabalhos_freelancer,maior_dificuldade,sentiu_preparado,participou_programas_treinamento,contatos_profissionais,conseguiu_emprego,tempo_ate_emprego,tipo_empresa,tipo_contrato
401,21,Outro,RJ,"Análise de Sistemas",2023,1,"Curso de SQL","Certificado AWS",TypeScript,Django,23,120,3,41,15,0,"Falta de experiência",1,0,21,0,7,"Empresa Média",Freelancer
402,30,Masculino,SP,"Engenharia da Computação",2017,0,"Curso de Frontend","Certificado Google",Go,Laravel,1,130,3,33,19,1,"Despreparo técnico",1,1,3,0,1,Multinacional,Freelancer
403,32,Masculino,DF,"Ciência da Computação",2016,1,"Curso de Frontend","Certificado Azure",Java,Laravel,8,105,16,7,2,0,"Pouco networking",1,0,19,1,1,"Grande Empresa",Temporário
404,18,Masculino,RJ,"Análise de Sistemas",2024,0,Nenhum,"Certificado Oracle",Go,Angular,17,10,3,21,16,1,"Despreparo técnico",1,0,22,0,11,"Órgão Público",Estágio
405,18,Outro,MG,"Análise de Sistemas",2018,1,Nenhum,Nenhum,Python,Django,23,5,5,37,4,1,"Não sei o que melhorar",0,0,5,1,12,Startup,Freelancer
406,27,Outro,DF,"Análise de Sistemas",2016,1,Nenhum,Nenhum,Java,React,19,167,21,1,1,0,"Despreparo técnico",1,0,42,0,11,"Empresa Média",Temporário
407,30,Masculino,BA,"Engenharia da Computação",2020,1,"Curso de Cloud","Certificado Oracle",Go,Laravel,0,160,27,8,2,0,"Mercado competitivo",0,1,13,1,2,Startup,PJ
408,23,Outro,RJ,"Sistemas de Informação",2016,1,"Curso de Dados","Certificado Azure",TypeScript,Spring,6,145,23,36,5,0,"Falta de experiência",0,0,2,1,1,"Empresa Média",CLT
409,18,Outro,SP,"Ciência da Computação",2020,0,"Curso de Cloud","Certificado AWS",Go,Flutter,14,74,29,39,0,1,"Despreparo técnico",1,0,43,1,9,Startup,CLT
410,27,Feminino,RS,"Redes de Computadores",2023,1,"Curso de Cloud","Certificado Google",Go,Node.js,20,46,16,3,13,0,"Não sei o que melhorar",1,1,26,1,7,"Empresa Média",Freelancer
411,25,Outro,PE,"Análise de Sistemas",2025,1,"Curso de Dados","Certificado Azure",Python,Spring,12,1,12,5,4,1,"Despreparo técnico",1,0,35,1,3,"Grande Empresa",Freelancer
412,31,Outro,RJ,"Engenharia da Computação",2020,0,Nenhum,"Certificado AWS",Java,Laravel,17,27,13,44,1,0,"Não sei o que melhorar",1,1,1,1,2,Startup,CLT
413,29,Outro,BA,"Análise de Sistemas",2024,1,"Curso de SQL","Certificado Azure",Go,Node.js,20,31,6,34,14,0,"Mercado competitivo",0,0,43,0,4,Multinacional,CLT
414,20,Feminino,PR,"Engenharia da Computação",2017,1,"Curso de SQL",Nenhum,TypeScript,Spring,18,71,13,5,4,1,"Despreparo técnico",0,1,24,1,6,Multinacional,Temporário
415,31,Masculino,RS,"Engenharia da Computação",2015,1,"Curso de Python",Nenhum,C#,React,12,65,0,6,11,0,"Pouco networking",0,1,44,0,1,Multinacional,Temporário
416,31,Feminino,RJ,"Redes de Computadores",2019,0,"Curso de Frontend","Certificado Azure",Ruby,Angular,10,111,14,36,3,1,"Falta de experiência",1,1,15,1,2,Multinacional,Freelancer
417,24,Feminino,PE,"Engenharia da Computação",2021,0,"Curso de SQL","Certificado Google",JavaScript,Angular,13,69,1,7,12,0,"Falta de experiência",1,0,32,0,3,"Órgão Público",Freelancer
418,31,Outro,SP,"Sistemas de Informação",2016,1,"Curso de Frontend","Certificado AWS",C#,Node.js,18,151,13,2,17,0,"Despreparo técnico",0,0,43,0,11,"Grande Empresa",Freelancer
419,21,Feminino,DF,"Análise de Sistemas",2021,1,"Curso de SQL","Certificado AWS",PHP,Angular,2,196,17,48,2,0,"Falta de experiência",1,1,22,0,5,Multinacional,Estágio
420,25,Outro,DF,"Engenharia da Computação",2019,0,"Curso de Python","Certificado Oracle",PHP,.NET,4,154,8,6,16,0,"Não sei o que melhorar",1,1,47,1,9,Multinacional,PJ
421,29,Outro,SC,"Análise de Sistemas",2017,1,Nenhum,"Certificado Oracle",Ruby,Django,19,3,19,13,7,1,"Despreparo técnico",1,0,43,1,8,"Empresa Média",Estágio
422,28,Outro,RJ,"Engenharia da Computação",2019,1,"Curso de Frontend",Nenhum,PHP,Node.js,18,168,27,2,10,0,"Despreparo técnico",1,1,13,1,2,"Órgão Público",CLT
423,26,Feminino,MG,"Ciência da Computação",2020,0,"Curso de Dados","Certificado Azure",PHP,Spring,10,76,17,36,17,0,"Despreparo técnico",1,1,18,1,2,"Órgão Público",PJ
424,25,Outro,SP,"Engenharia da Computação",2020,1,Nenhum,"Certificado Google",Go,.NET,22,73,1,9,16,0,"Despreparo técnico",1,1,15,1,12,"Grande Empresa",CLT
425,28,Outro,PR,"Redes de Computadores",2025,1,"Curso de Dados","Certificado Azure",PHP,Spring,17,8,2,13,2,1,"Mercado competitivo",0,1,20,0,3,Multinacional,Freelancer
426,18,Feminino,SC,"Ciência da Computação",2021,1,"Curso de Cloud","Certificado AWS",TypeScript,Spring,23,79,29,36,13,0,"Não sei o que melhorar",0,0,13,0,11,Multinacional,Estágio
427,31,Masculino,BA,"Ciência da Computação",2018,1,"Curso de Dados","Certificado AWS",Python,Angular,17,195,21,35,7,0,"Pouco networking",0,1,24,0,1,"Grande Empresa",Temporário
428,22,Outro,SP,"Ciência da Computação",2024,1,"Curso de SQL","Certificado Azure",Ruby,Flutter,6,110,0,20,19,0,"Pouco networking",1,0,23,1,2,Startup,Estágio
429,32,Masculino,MG,"Redes de Computadores",2017,1,"Curso de Python","Certificado Azure",Java,Flutter,7,142,17,38,2,0,"Despreparo técnico",1,0,43,0,8,"Órgão Público",PJ
430,28,Outro,DF,"Engenharia da Computação",2015,0,"Curso de SQL",Nenhum,TypeScript,Spring,22,0,5,48,5,0,"Pouco networking",1,0,30,1,2,"Empresa Média",Estágio
431,19,Masculino,MG,"Engenharia da Computação",2019,0,"Curso de Cloud","Certificado Oracle",TypeScript,Node.js,3,118,17,3,12,0,"Falta de experiência",1,1,12,0,7,Startup,PJ
432,26,Feminino,SP,"Engenharia da Computação",2018,1,"Curso de Dados",Nenhum,TypeScript,React,19,151,10,20,1,0,"Pouco networking",1,0,6,0,12,Multinacional,Estágio
433,21,Outro,SC,"Engenharia da Computação",2022,1,"Curso de Dados","Certificado Azure",JavaScript,Flutter,19,4,21,29,14,1,"Falta de experiência",0,0,3,0,9,"Empresa Média",CLT
434,29,Feminino,BA,"Análise de Sistemas",2015,0,Nenhum,Nenhum,TypeScript,Node.js,14,43,7,26,19,0,"Pouco networking",1,0,32,0,11,Multinacional,PJ
435,32,Masculino,RS,"Redes de Computadores",2018,1,"Curso de Dados",Nenhum,Ruby,Django,19,17,29,30,2,1,"Despreparo técnico",1,1,24,0,10,"Grande Empresa",CLT
436,28,Feminino,PR,"Análise de Sistemas",2016,1,Nenhum,Nenhum,TypeScript,Angular,9,77,21,22,2,0,"Não sei o que melhorar",1,0,47,0,5,"Grande Empresa",Estágio
437,30,Outro,PR,"Redes de Computadores",2018,0,"Curso de SQL","Certificado AWS",PHP,React,20,199,11,45,8,0,"Despreparo técnico",0,0,39,0,1,Startup,Freelancer
438,22,Feminino,SP,"Engenharia da Computação",2024,0,"Curso de Frontend","Certificado Google",Python,Node.js,9,194,20,24,8,0,"Despreparo técnico",1,0,14,1,9,Multinacional,Temporário
439,26,Feminino,BA,"Engenharia da Computação",2016,1,"Curso de Python","Certificado Azure",Python,Django,2,95,2,47,10,1,"Mercado competitivo",0,0,11,0,3,Startup,PJ
440,28,Feminino,RJ,"Ciência da Computação",2019,0,"Curso de Frontend","Certificado Oracle",TypeScript,React,23,101,18,28,19,0,"Falta de experiência",0,0,3,0,3,Multinacional,Temporário
441,24,Masculino,DF,"Redes de Computadores",2022,1,"Curso de Dados","Certificado Azure",Go,Node.js,10,51,29,9,0,0,"Falta de experiência",1,0,48,0,12,Startup,Temporário
442,31,Feminino,DF,"Engenharia da Computação",2017,1,"Curso de SQL","Certificado Oracle",C#,Node.js,12,124,17,4,14,0,"Falta de experiência",0,0,14,0,9,"Grande Empresa",Temporário
443,24,Masculino,RJ,"Análise de Sistemas",2019,1,"Curso de Cloud","Certificado Google",JavaScript,.NET,17,64,13,13,19,0,"Despreparo técnico",0,0,30,1,3,Multinacional,Estágio
444,26,Feminino,MG,"Sistemas de Informação",2020,1,Nenhum,"Certificado AWS",JavaScript,Flutter,6,143,22,31,18,0,"Mercado competitivo",1,0,49,0,2,"Grande Empresa",CLT
445,30,Masculino,PR,"Análise de Sistemas",2023,0,"Curso de Cloud",Nenhum,Java,Angular,11,149,8,10,2,0,"Falta de experiência",1,1,9,0,1,Multinacional,Temporário
446,27,Outro,PE,"Redes de Computadores",2023,1,"Curso de Cloud","Certificado Azure",Java,.NET,16,5,2,15,5,0,"Mercado competitivo",1,1,49,1,7,Startup,Estágio
447,19,Masculino,MG,"Engenharia da Computação",2023,1,"Curso de Frontend",Nenhum,PHP,.NET,12,78,10,24,9,1,"Não sei o que melhorar",0,0,20,0,10,"Empresa Média",Estágio
448,32,Feminino,BA,"Engenharia da Computação",2015,0,"Curso de SQL","Certificado Oracle",TypeScript,Spring,20,131,22,37,9,0,"Pouco networking",0,0,36,1,7,"Empresa Média",Freelancer
449,29,Outro,BA,"Análise de Sistemas",2021,0,"Curso de Frontend","Certificado AWS",TypeScript,Django,10,35,17,22,8,1,"Despreparo técnico",0,0,4,1,1,Multinacional,PJ
450,23,Outro,RJ,"Ciência da Computação",2022,0,"Curso de Dados","Certificado AWS",Python,Flutter,20,83,14,6,4,1,"Falta de experiência",0,0,23,1,5,"Órgão Público",Temporário
451,25,Feminino,RS,"Redes de Computadores",2020,1,"Curso de Frontend","Certificado AWS",C#,Spring,20,89,21,11,0,0,"Não sei o que melhorar",1,0,7,1,5,"Órgão Público",Estágio
452,19,Outro,PR,"Sistemas de Informação",2017,1,"Curso de Dados","Certificado Azure",Python,Angular,0,81,1,47,12,0,"Pouco networking",1,0,15,0,1,Multinacional,CLT
453,22,Feminino,SC,"Sistemas de Informação",2022,1,"Curso de Cloud",Nenhum,Python,.NET,3,89,22,20,16,1,"Não sei o que melhorar",0,1,12,0,11,"Órgão Público",Freelancer
454,20,Outro,SC,"Análise de Sistemas",2015,1,"Curso de Cloud","Certificado Azure",C#,Flutter,16,115,26,31,10,1,"Pouco networking",0,0,13,0,8,Multinacional,Freelancer
455,28,Feminino,SP,"Engenharia da Computação",2025,0,"Curso de SQL","Certificado Azure",Go,Node.js,16,109,18,22,7,0,"Não sei o que melhorar",1,1,3,1,5,"Empresa Média",CLT
456,25,Feminino,MG,"Engenharia da Computação",2024,0,"Curso de Python","Certificado AWS",TypeScript,.NET,10,166,25,38,5,0,"Mercado competitivo",1,1,33,0,3,"Órgão Público",Freelancer
457,29,Masculino,BA,"Redes de Computadores",2015,1,"Curso de Python","Certificado AWS",JavaScript,Laravel,22,16,18,38,1,0,"Não sei o que melhorar",0,1,49,1,4,Multinacional,PJ
458,21,Feminino,RJ,"Engenharia da Computação",2020,1,"Curso de Cloud","Certificado AWS",Java,.NET,13,118,8,28,0,0,"Não sei o que melhorar",1,0,15,1,11,Multinacional,Estágio
459,23,Feminino,BA,"Análise de Sistemas",2020,1,"Curso de Python","Certificado Google",Python,Angular,13,88,14,6,2,0,"Pouco networking",0,0,28,0,3,"Grande Empresa",Freelancer
460,31,Outro,PE,"Ciência da Computação",2019,1,"Curso de Cloud","Certificado Oracle",TypeScript,Spring,22,32,28,13,10,1,"Pouco networking",1,0,9,1,2,"Órgão Público",Temporário
461,22,Masculino,MG,"Redes de Computadores",2020,1,"Curso de SQL",Nenhum,Ruby,Spring,9,26,15,7,4,1,"Falta de experiência",0,0,7,0,5,"Órgão Público",Freelancer
462,21,Masculino,PE,"Ciência da Computação",2019,1,"Curso de SQL","Certificado Azure",TypeScript,Angular,22,48,11,11,19,0,"Falta de experiência",1,0,15,0,3,Startup,Estágio
463,23,Feminino,SP,"Redes de Computadores",2021,1,Nenhum,"Certificado Google",Java,Laravel,9,94,5,27,3,0,"Despreparo técnico",0,1,32,0,7,"Empresa Média",Freelancer
464,28,Outro,SP,"Redes de Computadores",2025,0,"Curso de Cloud",Nenhum,TypeScript,Node.js,16,108,19,34,9,0,"Despreparo técnico",0,0,27,1,2,"Órgão Público",CLT
465,30,Outro,SC,"Ciência da Computação",2025,1,"Curso de Python",Nenhum,Go,Spring,16,143,17,41,6,0,"Falta de experiência",1,0,23,0,7,Startup,CLT
466,21,Outro,RJ,"Análise de Sistemas",2024,0,"Curso de Frontend","Certificado Oracle",C#,Laravel,5,138,24,49,9,0,"Despreparo técnico",0,0,33,0,2,"Órgão Público",PJ
467,31,Feminino,DF,"Redes de Computadores",2016,1,"Curso de SQL",Nenhum,PHP,Flutter,2,113,15,41,12,0,"Pouco networking",1,0,27,0,10,Multinacional,CLT
468,30,Feminino,SC,"Redes de Computadores",2016,1,"Curso de Dados","Certificado AWS",JavaScript,React,15,45,4,5,1,0,"Falta de experiência",0,0,36,1,9,Multinacional,Estágio
469,28,Outro,BA,"Engenharia da Computação",2019,1,"Curso de Dados","Certificado Azure",TypeScript,Django,17,115,22,47,11,0,"Pouco networking",1,1,36,1,10,"Órgão Público",PJ
470,18,Masculino,DF,"Análise de Sistemas",2022,1,"Curso de SQL","Certificado Oracle",Python,Laravel,16,18,12,37,10,0,"Não sei o que melhorar",1,0,6,1,6,"Empresa Média",PJ
471,22,Outro,BA,"Ciência da Computação",2016,1,"Curso de Frontend","Certificado AWS",Java,Laravel,15,124,5,6,0,1,"Despreparo técnico",1,1,27,1,6,"Órgão Público",CLT
472,24,Masculino,SP,"Sistemas de Informação",2023,0,"Curso de SQL","Certificado Azure",Python,Laravel,1,139,8,19,1,0,"Não sei o que melhorar",0,0,6,0,11,"Grande Empresa",Freelancer
473,19,Outro,RJ,"Análise de Sistemas",2024,1,"Curso de Python","Certificado Oracle",Ruby,Django,3,142,2,11,19,0,"Mercado competitivo",1,0,39,0,3,"Órgão Público",CLT
474,27,Outro,BA,"Sistemas de Informação",2021,1,"Curso de Frontend","Certificado Azure",Java,Angular,10,116,18,15,13,0,"Despreparo técnico",1,0,46,0,5,"Empresa Média",Freelancer
475,29,Masculino,RS,"Análise de Sistemas",2020,0,"Curso de Cloud","Certificado AWS",Java,Node.js,20,98,26,47,2,1,"Mercado competitivo",0,1,16,0,8,"Órgão Público",CLT
476,25,Outro,DF,"Sistemas de Informação",2018,1,"Curso de Frontend","Certificado AWS",Python,Angular,18,55,1,19,16,1,"Falta de experiência",0,1,27,1,8,Multinacional,PJ
477,29,Outro,SC,"Análise de Sistemas",2024,1,"Curso de Python","Certificado Azure",Go,.NET,20,27,2,49,13,0,"Pouco networking",1,0,4,0,7,"Empresa Média",Estágio
478,21,Feminino,BA,"Redes de Computadores",2019,0,"Curso de Dados","Certificado Azure",PHP,Flutter,17,1,24,49,10,0,"Pouco networking",0,0,42,1,11,Startup,CLT
479,24,Feminino,PR,"Análise de Sistemas",2024,1,"Curso de Cloud","Certificado Google",C#,Django,6,78,5,36,1,0,"Despreparo técnico",0,1,27,1,4,"Grande Empresa",Temporário
480,19,Masculino,RJ,"Redes de Computadores",2021,1,"Curso de Cloud",Nenhum,TypeScript,Node.js,23,182,17,8,1,1,"Pouco networking",1,1,7,1,8,"Empresa Média",Estágio
481,27,Feminino,SP,"Ciência da Computação",2023,0,Nenhum,"Certificado Google",Ruby,Spring,14,70,27,25,16,0,"Pouco networking",1,0,5,0,10,"Grande Empresa",Temporário
482,31,Feminino,MG,"Ciência da Computação",2021,1,"Curso de Frontend","Certificado AWS",TypeScript,Angular,12,171,22,12,19,0,"Despreparo técnico",0,0,30,1,4,"Órgão Público",Freelancer
483,29,Masculino,RJ,"Ciência da Computação",2015,1,"Curso de Dados","Certificado Azure",JavaScript,Angular,19,89,22,20,15,1,"Pouco networking",0,1,34,0,12,"Órgão Público",CLT
484,22,Masculino,RJ,"Redes de Computadores",2023,1,"Curso de Dados","Certificado Oracle",JavaScript,Spring,10,103,8,41,6,0,"Falta de experiência",1,0,14,0,11,Startup,Temporário
485,31,Feminino,SC,"Redes de Computadores",2025,0,"Curso de Cloud","Certificado Oracle",Go,Angular,23,45,5,8,5,0,"Falta de experiência",1,0,24,0,7,"Grande Empresa",Freelancer
486,20,Outro,RS,"Análise de Sistemas",2025,1,"Curso de Frontend","Certificado Oracle",Ruby,Angular,8,69,20,18,15,1,"Despreparo técnico",1,0,30,0,5,Multinacional,CLT
487,18,Feminino,DF,"Redes de Computadores",2018,1,Nenhum,"Certificado AWS",C#,Spring,21,155,4,17,7,1,"Não sei o que melhorar",0,0,38,0,2,Multinacional,CLT
488,25,Masculino,SC,"Sistemas de Informação",2016,1,"Curso de Cloud","Certificado Google",Python,Angular,10,157,17,31,7,1,"Não sei o que melhorar",0,1,24,0,1,"Grande Empresa",Freelancer
489,24,Feminino,DF,"Redes de Computadores",2019,1,Nenhum,"Certificado Oracle",C#,Angular,3,12,27,16,18,0,"Pouco networking",1,0,34,0,3,Multinacional,Estágio
490,27,Feminino,DF,"Sistemas de Informação",2015,1,"Curso de Cloud","Certificado Google",Python,React,23,169,7,34,13,0,"Mercado competitivo",1,1,36,1,6,"Grande Empresa",CLT
491,22,Masculino,MG,"Ciência da Computação",2019,1,"Curso de Frontend",Nenhum,Java,React,20,35,7,40,4,0,"Mercado competitivo",1,0,46,1,1,"Empresa Média",PJ
492,27,Feminino,RJ,"Engenharia da Computação",2016,1,"Curso de Python",Nenhum,PHP,Angular,0,124,0,8,16,0,"Despreparo técnico",0,0,49,1,8,"Empresa Média",Estágio
493,24,Outro,RJ,"Redes de Computadores",2018,1,"Curso de Dados",Nenhum,JavaScript,Node.js,10,15,3,17,7,1,"Falta de experiência",1,0,28,0,9,"Grande Empresa",Freelancer
494,26,Outro,DF,"Redes de Computadores",2022,1,"Curso de Python","Certificado Azure",Ruby,Laravel,10,175,2,43,1,0,"Falta de experiência",1,1,13,1,9,Startup,PJ
495,30,Feminino,SC,"Redes de Computadores",2018,1,"Curso de Cloud","Certificado Google",Go,Angular,20,163,15,9,6,0,"Não sei o que melhorar",1,1,49,1,2,"Órgão Público",Temporário
496,21,Masculino,PR,"Análise de Sistemas",2018,1,"Curso de Frontend",Nenhum,Python,Spring,15,102,19,36,14,0,"Mercado competitivo",0,0,39,1,3,Multinacional,Estágio
497,26,Feminino,DF,"Redes de Computadores",2021,1,"Curso de Dados",Nenhum,Python,Laravel,17,37,23,18,10,0,"Mercado competitivo",0,0,14,0,11,"Empresa Média",Temporário
498,31,Masculino,RJ,"Ciência da Computação",2016,0,"Curso de SQL","Certificado Google",TypeScript,React,10,24,7,44,13,1,"Não sei o que melhorar",0,1,38,1,3,"Grande Empresa",Estágio
499,18,Outro,SP,"Redes de Computadores",2020,1,Nenhum,"Certificado Azure",PHP,Spring,0,116,23,11,15,0,"Pouco networking",1,0,38,0,12,"Grande Empresa",Temporário
500,27,Masculino,SC,"Sistemas de Informação",2019,1,"Curso de Dados","Certificado Oracle",JavaScript,Spring,16,119,29,4,10,0,"Pouco networking",1,0,17,1,4,"Grande Empresa",CLT
501,21,Masculino,SP,"Análise de Sistemas",2024,1,"Curso de Python","Certificado Oracle",Python,Django,4,181,0,21,1,0,"Falta de experiência",1,0,7,1,7,Multinacional,Temporário
502,31,Masculino,SC,"Sistemas de Informação",2022,0,"Curso de Dados","Certificado AWS",Ruby,Node.js,1,109,15,45,0,0,"Falta de experiência",0,0,13,1,9,"Grande Empresa",Freelancer
503,28,Feminino,SP,"Engenharia da Computação",2023,0,"Curso de Dados","Certificado Oracle",TypeScript,Laravel,0,157,26,3,13,0,"Despreparo técnico",1,1,15,1,9,"Empresa Média",Estágio
504,32,Outro,SP,"Sistemas de Informação",2023,1,"Curso de Frontend","Certificado Azure",Java,Angular,4,94,22,17,9,0,"Pouco networking",1,1,23,1,12,"Empresa Média",CLT
505,19,Masculino,DF,"Engenharia da Computação",2017,0,"Curso de Cloud","Certificado Oracle",PHP,React,16,21,15,12,14,1,"Mercado competitivo",0,0,38,1,5,"Grande Empresa",Estágio
506,32,Masculino,MG,"Análise de Sistemas",2021,1,"Curso de Dados","Certificado Azure",Java,Laravel,18,42,24,20,11,1,"Não sei o que melhorar",0,1,2,1,5,Startup,Estágio
507,31,Masculino,SP,"Análise de Sistemas",2018,1,"Curso de SQL",Nenhum,Java,Angular,4,87,17,33,11,1,"Mercado competitivo",1,0,17,1,6,"Empresa Média",PJ
508,28,Masculino,PE,"Redes de Computadores",2016,1,"Curso de Frontend",Nenhum,TypeScript,Node.js,23,185,21,36,11,0,"Falta de experiência",1,0,34,1,2,"Empresa Média",Temporário
509,20,Feminino,DF,"Sistemas de Informação",2017,1,"Curso de Python","Certificado Oracle",Java,Angular,15,132,9,33,6,1,"Mercado competitivo",1,1,12,0,11,"Grande Empresa",Temporário
510,31,Feminino,RS,"Redes de Computadores",2020,1,Nenhum,Nenhum,PHP,Django,13,185,27,38,1,0,"Mercado competitivo",1,0,30,0,3,Startup,Estágio
511,32,Outro,SC,"Sistemas de Informação",2019,0,"Curso de Frontend","Certificado Google",Ruby,.NET,12,60,29,1,3,1,"Mercado competitivo",0,1,8,0,9,Multinacional,Estágio
512,21,Outro,SP,"Sistemas de Informação",2022,1,"Curso de SQL","Certificado Google",TypeScript,Laravel,3,94,27,6,17,0,"Não sei o que melhorar",0,1,8,0,10,Multinacional,PJ
513,21,Feminino,SP,"Sistemas de Informação",2015,0,"Curso de Python",Nenhum,PHP,Flutter,22,164,10,14,8,0,"Não sei o que melhorar",0,1,2,1,6,Multinacional,Estágio
514,21,Feminino,BA,"Ciência da Computação",2017,1,"Curso de Dados","Certificado Oracle",Java,Node.js,19,41,19,32,5,0,"Não sei o que melhorar",1,0,48,1,3,Startup,CLT
515,18,Masculino,DF,"Ciência da Computação",2021,1,"Curso de Cloud","Certificado Oracle",Go,Node.js,0,85,0,43,5,1,"Falta de experiência",1,1,0,0,5,Multinacional,Temporário
516,20,Outro,PR,"Redes de Computadores",2015,1,"Curso de Cloud","Certificado Google",Ruby,Laravel,23,59,17,1,8,1,"Mercado competitivo",1,1,25,1,5,Startup,Estágio
517,26,Outro,MG,"Ciência da Computação",2024,1,"Curso de Frontend","Certificado Oracle",TypeScript,Angular,5,112,3,47,8,0,"Mercado competitivo",0,1,31,0,3,"Órgão Público",CLT
518,20,Outro,SP,"Análise de Sistemas",2015,1,"Curso de Dados","Certificado Azure",TypeScript,Laravel,10,149,12,38,13,1,"Não sei o que melhorar",0,0,33,0,5,Startup,Estágio
519,19,Outro,RJ,"Engenharia da Computação",2023,0,"Curso de Cloud","Certificado Azure",Ruby,React,16,80,28,28,19,0,"Não sei o que melhorar",0,0,32,1,9,"Órgão Público",PJ
520,18,Masculino,MG,"Engenharia da Computação",2021,0,"Curso de SQL","Certificado Google",TypeScript,Flutter,22,178,18,21,4,1,"Não sei o que melhorar",0,0,33,1,10,"Empresa Média",Temporário
521,26,Outro,RJ,"Análise de Sistemas",2020,1,"Curso de Cloud",Nenhum,PHP,Flutter,17,169,2,43,2,1,"Pouco networking",0,0,1,0,4,"Órgão Público",Temporário
522,26,Outro,MG,"Redes de Computadores",2020,0,"Curso de SQL","Certificado Oracle",Java,Angular,5,127,16,41,9,1,"Mercado competitivo",1,1,6,1,9,"Grande Empresa",Temporário
523,32,Feminino,PR,"Engenharia da Computação",2018,1,"Curso de Cloud",Nenhum,TypeScript,Flutter,7,130,9,33,7,1,"Despreparo técnico",0,0,0,1,6,"Empresa Média",Freelancer
524,26,Masculino,BA,"Análise de Sistemas",2015,0,"Curso de Python","Certificado Azure",Python,.NET,7,35,26,45,17,0,"Pouco networking",0,0,44,0,10,Multinacional,Freelancer
525,23,Masculino,BA,"Ciência da Computação",2018,1,"Curso de Frontend","Certificado Azure",TypeScript,Laravel,5,167,14,41,15,0,"Mercado competitivo",1,0,1,0,5,"Grande Empresa",PJ
526,29,Masculino,SP,"Engenharia da Computação",2022,1,"Curso de SQL",Nenhum,Ruby,Angular,18,35,16,11,9,1,"Pouco networking",0,0,41,1,2,Startup,CLT
527,29,Outro,SC,"Redes de Computadores",2024,1,"Curso de SQL","Certificado Google",Go,Django,5,23,26,1,9,0,"Pouco networking",1,1,43,1,3,"Grande Empresa",Temporário
528,28,Outro,PR,"Engenharia da Computação",2025,0,"Curso de Cloud","Certificado Oracle",JavaScript,React,2,45,24,21,12,1,"Não sei o que melhorar",1,0,5,1,7,"Órgão Público",Freelancer
529,24,Outro,SP,"Ciência da Computação",2017,1,"Curso de Frontend","Certificado Azure",Python,Angular,4,61,27,32,9,0,"Falta de experiência",1,1,24,0,1,Multinacional,Freelancer
530,30,Feminino,RS,"Engenharia da Computação",2015,1,"Curso de Dados","Certificado AWS",Java,Django,22,128,9,35,11,1,"Falta de experiência",1,1,43,1,7,"Empresa Média",Estágio
531,28,Masculino,SP,"Engenharia da Computação",2018,1,"Curso de Python","Certificado Oracle",PHP,Django,15,37,1,35,7,1,"Despreparo técnico",0,0,18,1,1,Multinacional,Freelancer
532,19,Feminino,PE,"Sistemas de Informação",2024,1,Nenhum,Nenhum,Java,Django,2,79,20,12,3,0,"Não sei o que melhorar",1,0,26,1,2,"Grande Empresa",PJ
533,26,Masculino,BA,"Engenharia da Computação",2024,1,"Curso de Frontend","Certificado AWS",Python,Angular,12,45,15,47,3,1,"Pouco networking",1,0,47,0,6,Startup,Temporário
534,30,Outro,RS,"Análise de Sistemas",2025,1,"Curso de Cloud","Certificado Azure",Ruby,Flutter,13,187,28,47,17,0,"Não sei o que melhorar",0,0,40,1,4,Multinacional,PJ
535,29,Outro,MG,"Ciência da Computação",2018,1,"Curso de Cloud",Nenhum,TypeScript,Angular,1,187,14,30,11,0,"Mercado competitivo",0,0,44,0,7,"Grande Empresa",PJ
536,28,Feminino,PR,"Ciência da Computação",2023,1,"Curso de Frontend","Certificado AWS",JavaScript,React,20,16,25,48,6,0,"Pouco networking",1,0,22,1,4,Startup,Temporário
537,21,Masculino,SP,"Análise de Sistemas",2020,1,"Curso de Python","Certificado Azure",Go,Angular,21,181,26,36,19,0,"Pouco networking",1,0,26,0,6,Startup,Temporário
538,28,Feminino,RJ,"Engenharia da Computação",2015,1,"Curso de Python","Certificado Azure",Go,React,23,172,9,47,16,0,"Não sei o que melhorar",1,0,14,1,12,"Órgão Público",Estágio
539,29,Feminino,RS,"Sistemas de Informação",2021,1,"Curso de SQL","Certificado Azure",TypeScript,Django,22,114,2,32,0,0,"Pouco networking",1,0,13,1,4,Startup,Freelancer
540,30,Feminino,SC,"Análise de Sistemas",2018,1,"Curso de SQL",Nenhum,Go,Laravel,22,45,10,2,4,0,"Mercado competitivo",0,1,27,1,7,Startup,CLT
541,22,Masculino,RS,"Análise de Sistemas",2019,0,"Curso de Python","Certificado AWS",Go,Flutter,8,22,15,9,8,0,"Falta de experiência",0,1,40,0,1,"Órgão Público",PJ
542,28,Outro,MG,"Ciência da Computação",2024,1,"Curso de Python","Certificado Azure",JavaScript,Node.js,21,128,16,41,10,0,"Despreparo técnico",0,0,9,1,12,"Empresa Média",PJ
543,28,Outro,RS,"Análise de Sistemas",2016,1,Nenhum,"Certificado Azure",Java,Django,0,10,5,41,10,0,"Falta de experiência",0,0,17,0,2,Startup,Estágio
